"","x"
"339",0.0467994445459031
"340",-0.476419184988166
"341",-0.541606095129039
"342",-1.31754345263668
"343",0.0668575098927603
"344",-0.924885497391374
"345",-0.418016976975535
"346",0.0202375023018294
"347",-1.51404968870396
"348",0.734409910033865
"349",-0.693674720030099
"350",0.518919935855161
"351",-1.63587857998407
"352",-0.0434041409764925
"353",-1.05122666320008
"354",0.834637664341206
"355",1.03941011396385
"356",-1.64808550365051
"357",1.82376006389876
"358",-2.06006575374775
"359",1.60451086696262
"360",0.764048892033073
"361",-0.6144805045931
"362",0.97993414414018
"363",1.88511972833097
"364",0.00558366735522278
"365",0.623457336813609
"366",-0.84146550497077
"367",0.314541530595662
"368",1.1171480529997
"369",-0.431158070763651
"370",0.825851310260137
"371",-0.145722906224249
"372",1.93092233434257
"373",-0.266287651213904
"374",2.41598301253195
"375",-2.13041832152406
"376",1.23969592581244
"377",-1.57619056092559
"378",1.52831521004102
"379",-0.0875358924862339
"380",-0.199544403163997
"381",0.390974955863258
"382",0.625027960758936
"383",-0.43505836132905
"384",0.186206450353866
"385",-1.00445054920905
"386",0.783984231053671
"387",-0.142403952863795
"388",0.888320975496653
"389",-0.270208508849136
"390",1.58950742346628
"391",-0.204631993379584
"392",1.42600466570772
"393",-0.6319868325639
"394",-0.820848069475164
"395",-0.193871624290655
"396",-0.646854746898074
"397",1.15607201315688
"398",2.61326024036737
"399",0.136778708407123
"400",1.96740290008056
"401",1.99785994429027
"402",0.320271695945838
"403",2.10994177270757
"404",-0.434602766466227
"405",-0.742321435495028
"406",0.785094355117926
"407",1.79110993677907
"408",-0.321698592155874
"409",-0.599697752763251
"410",-1.5758201772504
"411",-0.0718367139279289
"412",-0.502405579680413
"413",-0.307934323377209
"414",0.227412464589473
"415",0.0519768866608691
"416",-0.296267673024706
"417",0.832236128283868
"418",0.180262451993478
"419",-0.751200498308976
"420",-0.404496470981659
"421",-0.0257531239892599
"422",0.555453951571203
"423",0.0563082908643679
"424",1.71841997442895
"425",-0.11553299277654
"426",0.644141199581132
"427",-2.12103395891181
"428",1.9191505376194
"429",-2.83625055292962
"430",1.4527253610594
"431",-1.40306210009098
"432",-0.70789337550486
"433",-0.282826931370678
"434",0.103248674144843
"435",-0.178560461410931
"436",1.44426976380235
"437",-0.392285066324143
"438",-1.97843198022081
"439",1.54598098519873
"440",-1.83889888243343
"441",0.751702144344668
"442",-0.383281967582324
"443",1.31283730906984
"444",-0.425761832939523
"445",-0.138391903753046
"446",0.771792168147321
"447",0.0157448307329251
"448",-0.986784738931913
"449",-0.31941242742571
"450",-1.26083308607957
"451",-0.759704202831989
"452",-2.04315325988454
"453",0.0394126660257275
"454",0.462260472761164
"455",0.428455097554587
"456",0.13328857180424
"457",0.478734744945536
"458",1.53616710769879
"459",-0.568345258857237
"460",-0.415205727919737
"461",-1.97319888538775
"462",-0.373880176308765
"463",-0.31201207261377
"464",-0.173479790524661
"465",-0.934701013866064
"466",-0.658891979860272
"467",-0.214527801564696
"468",-0.511557113769088
"469",-0.936131742317796
"470",1.72841913894972
"471",0.0949162354259981
"472",0.887785409452714
"473",1.58459773975649
"474",0.900905998007315
"475",1.0098106537891
"476",-1.30077151347212
"477",0.4683874090045
"478",-1.03802453400161
"479",0.0263754870268296
"480",0.465965472504237
"481",0.0443727429492082
"482",0.593996041394879
"483",2.22547699153031
"484",0.716323074368716
"485",1.21200040132704
"486",-1.99792640826179
"487",-0.669904151821497
"488",0.0437262050113195
"489",0.526268340343217
"490",-0.280134497999785
"491",-0.897430249537223
"492",-0.436182263202586
"493",0.300194722927947
"494",-1.17818498989325
"495",-0.695053036575533
"496",-1.65595064654984
"497",0.366477081818168
"498",1.12306161414601
"499",0.889786788201348
"500",0.989686699669585
